chr	beg	end	mid	qchr	qbeg	qend	id	gid	type
8	72000000	73000000	hs67	8	72255708	72255709	24367	Zm00001d009425	cis
8	72000000	73000000	hs67	8	72390230	72390231	2198	Zm00001d030863	trans
8	72000000	73000000	hs67	8	72390230	72390231	25207	Zm00001d010919	trans
8	77000000	78000000	hs68	8	77034086	77034087	22198	Zm00001d020560	trans
8	77000000	78000000	hs68	8	77034086	77034087	30750	Zm00001d026685	trans
8	77000000	78000000	hs68	8	77034086	77034087	274	Zm00001d027598	trans
8	77000000	78000000	hs68	8	77034086	77034087	1104	Zm00001d028803	trans
8	77000000	78000000	hs68	8	77034086	77034087	1410	Zm00001d029241	trans
8	77000000	78000000	hs68	8	77034086	77034087	60	Zm00001d027330	trans
8	77000000	78000000	hs68	8	77034086	77034087	5365	Zm00001d002503	trans
8	77000000	78000000	hs68	8	77034086	77034087	29897	Zm00001d025469	trans
8	77000000	78000000	hs68	8	77034086	77034087	30683	Zm00001d026618	trans
8	77000000	78000000	hs68	8	77034086	77034087	24534	Zm00001d009710	cis
8	77000000	78000000	hs68	8	77034086	77034087	24601	Zm00001d009810	cis
8	77000000	78000000	hs68	8	77034086	77034087	24646	Zm00001d009912	trans
8	77000000	78000000	hs68	8	77034086	77034087	24650	Zm00001d009918	trans
8	77000000	78000000	hs68	8	77034086	77034087	24657	Zm00001d009927	trans
8	77000000	78000000	hs68	8	77034086	77034087	24756	Zm00001d010060	trans
8	77000000	78000000	hs68	8	77034086	77034087	24801	Zm00001d010174	trans
8	77000000	78000000	hs68	8	77034086	77034087	6276	Zm00001d003947	trans
8	77000000	78000000	hs68	8	77034086	77034087	7015	Zm00001d005727	trans
8	77000000	78000000	hs68	8	77034086	77034087	7111	Zm00001d005917	trans
8	77000000	78000000	hs68	8	77034086	77034087	29787	Zm00001d025240	trans
8	77000000	78000000	hs68	8	77034086	77034087	18029	Zm00001d017860	trans
8	77000000	78000000	hs68	8	77034086	77034087	21252	Zm00001d018626	trans
8	77000000	78000000	hs68	8	77034086	77034087	22016	Zm00001d020257	trans
8	77000000	78000000	hs68	8	77214386	77214387	24535	Zm00001d009714	cis
8	77000000	78000000	hs68	8	77034086	77034087	22276	Zm00001d020685	trans
8	77000000	78000000	hs68	8	77034086	77034087	22545	Zm00001d021001	trans
8	77000000	78000000	hs68	8	77034086	77034087	22825	Zm00001d021518	trans
8	77000000	78000000	hs68	8	77034086	77034087	23137	Zm00001d021929	trans
8	77000000	78000000	hs68	8	77034086	77034087	23297	Zm00001d022151	trans
8	77000000	78000000	hs68	8	77034086	77034087	23385	Zm00001d022254	trans
8	77000000	78000000	hs68	8	77034086	77034087	23562	Zm00001d022420	trans
8	77000000	78000000	hs68	8	77034086	77034087	23565	Zm00001d022516	trans
8	77000000	78000000	hs68	8	77034086	77034087	29188	Zm00001d023968	trans
8	77000000	78000000	hs68	8	77214386	77214387	24603	Zm00001d009820	cis
8	77000000	78000000	hs68	8	77214386	77214387	24604	Zm00001d009824	cis
8	77000000	78000000	hs68	8	77214386	77214387	24611	Zm00001d009848	cis
8	77000000	78000000	hs68	8	77214386	77214387	24615	Zm00001d009850	cis
8	77000000	78000000	hs68	8	77214386	77214387	24622	Zm00001d009868	cis
8	77000000	78000000	hs68	8	77214386	77214387	24624	Zm00001d009870	cis
8	77000000	78000000	hs68	8	77214386	77214387	24632	Zm00001d009877	cis
8	77000000	78000000	hs68	8	77214386	77214387	24639	Zm00001d009904	trans
8	77000000	78000000	hs68	8	77214386	77214387	24641	Zm00001d009907	trans
8	77000000	78000000	hs68	8	77214386	77214387	18386	Zm00001d018362	trans
8	77000000	78000000	hs68	8	77034086	77034087	1965	Zm00001d030314	trans
8	77000000	78000000	hs68	8	77034086	77034087	2237	Zm00001d030938	trans
8	77000000	78000000	hs68	8	77034086	77034087	2359	Zm00001d031178	trans
8	77000000	78000000	hs68	8	77034086	77034087	7552	Zm00001d006539	trans
8	77000000	78000000	hs68	8	77034086	77034087	8388	Zm00001d007844	trans
8	77000000	78000000	hs68	8	77034086	77034087	8353	Zm00001d007868	trans
8	77000000	78000000	hs68	8	77034086	77034087	24528	Zm00001d009707	cis
8	77000000	78000000	hs68	8	77034086	77034087	24532	Zm00001d009709	cis
8	77000000	78000000	hs68	8	77034086	77034087	9301	Zm00001d040805	trans
8	77000000	78000000	hs68	8	77034086	77034087	10032	Zm00001d042353	trans
8	77000000	78000000	hs68	8	77034086	77034087	10126	Zm00001d042506	trans
8	77000000	78000000	hs68	8	77034086	77034087	10227	Zm00001d042627	trans
8	77000000	78000000	hs68	8	77034086	77034087	11099	Zm00001d043923	trans
8	77000000	78000000	hs68	8	77034086	77034087	25533	Zm00001d011458	trans
8	77000000	78000000	hs68	8	77034086	77034087	16961	Zm00001d016001	trans
8	77000000	78000000	hs68	8	77034086	77034087	17507	Zm00001d017077	trans
8	77000000	78000000	hs68	8	77034086	77034087	17949	Zm00001d017768	trans
8	77000000	78000000	hs68	8	77034086	77034087	14208	Zm00001d053158	trans
8	77000000	78000000	hs68	8	77214386	77214387	7619	Zm00001d006640	trans
8	77000000	78000000	hs68	8	77214386	77214387	8051	Zm00001d007313	trans
8	77000000	78000000	hs68	8	77034086	77034087	20654	Zm00001d038558	trans
8	77000000	78000000	hs68	8	77214386	77214387	24547	Zm00001d009731	cis
8	77000000	78000000	hs68	8	77214386	77214387	24577	Zm00001d009773	cis
8	77000000	78000000	hs68	8	77214386	77214387	24580	Zm00001d009774	cis
8	77000000	78000000	hs68	8	77214386	77214387	24582	Zm00001d009775	cis
8	77000000	78000000	hs68	8	77214386	77214387	24586	Zm00001d009780	cis
8	77000000	78000000	hs68	8	77214386	77214387	24591	Zm00001d009792	cis
8	77000000	78000000	hs68	8	77214386	77214387	24593	Zm00001d009795	cis
8	77000000	78000000	hs68	8	77214386	77214387	24597	Zm00001d009797	cis
8	77000000	78000000	hs68	8	77214386	77214387	24602	Zm00001d009813	cis
8	77000000	78000000	hs68	8	77214386	77214387	207	Zm00001d027514	trans
8	77000000	78000000	hs68	8	77034086	77034087	4672	Zm00001d034770	trans
8	77000000	78000000	hs68	8	77034086	77034087	4800	Zm00001d034916	trans
8	77000000	78000000	hs68	8	77214386	77214387	976	Zm00001d028630	trans
8	77000000	78000000	hs68	8	77034086	77034087	21163	Zm00001d039141	trans
8	77000000	78000000	hs68	8	77214386	77214387	21069	Zm00001d039007	trans
8	77000000	78000000	hs68	8	77214386	77214387	9362	Zm00001d041322	trans
8	77000000	78000000	hs68	8	77214386	77214387	9830	Zm00001d042026	trans
8	77000000	78000000	hs68	8	77214386	77214387	10307	Zm00001d042764	trans
8	77000000	78000000	hs68	8	77214386	77214387	12825	Zm00001d050905	trans
8	77000000	78000000	hs68	8	77214386	77214387	21667	Zm00001d019317	trans
8	77000000	78000000	hs68	8	77214386	77214387	22052	Zm00001d020345	trans
8	77000000	78000000	hs68	8	77214386	77214387	82	Zm00001d027348	trans
8	77000000	78000000	hs68	8	77034086	77034087	12727	Zm00001d050577	trans
8	77000000	78000000	hs68	8	77214386	77214387	2789	Zm00001d031899	trans
8	77000000	78000000	hs68	8	77214386	77214387	904	Zm00001d028535	trans
8	77000000	78000000	hs68	8	77034086	77034087	26568	Zm00001d044951	trans
8	77000000	78000000	hs68	8	77214386	77214387	1589	Zm00001d029582	trans
8	77000000	78000000	hs68	8	77214386	77214387	18241	Zm00001d018178	trans
8	77000000	78000000	hs68	8	77034086	77034087	11285	Zm00001d044189	trans
8	77000000	78000000	hs68	8	77034086	77034087	27260	Zm00001d046378	trans
8	77000000	78000000	hs68	8	77214386	77214387	15530	Zm00001d013568	trans
8	94000000	95000000	hs69	8	94954073	94954074	7883	Zm00001d007081	trans
8	94000000	95000000	hs69	8	94954073	94954074	24758	Zm00001d010062	cis
8	94000000	95000000	hs69	8	94954073	94954074	16085	Zm00001d014467	trans
8	94000000	95000000	hs69	8	94954073	94954074	16715	Zm00001d015426	trans
8	94000000	95000000	hs69	8	94954073	94954074	17633	Zm00001d017249	trans
8	94000000	95000000	hs69	8	94954073	94954074	4027	Zm00001d033905	trans
8	94000000	95000000	hs69	8	94954073	94954074	24804	Zm00001d010179	cis
8	94000000	95000000	hs69	8	94954073	94954074	17016	Zm00001d016149	trans
8	94000000	95000000	hs69	8	94954073	94954074	24752	Zm00001d010054	cis
8	94000000	95000000	hs69	8	94954073	94954074	15325	Zm00001d013319	trans
8	94000000	95000000	hs69	8	94954073	94954074	24029	Zm00001d008727	trans
8	94000000	95000000	hs69	8	94954073	94954074	25566	Zm00001d011525	trans
8	94000000	95000000	hs69	8	94954073	94954074	25827	Zm00001d011912	trans
8	94000000	95000000	hs69	8	94954073	94954074	24708	Zm00001d010005	cis
8	94000000	95000000	hs69	8	94954073	94954074	24710	Zm00001d010007	cis
8	94000000	95000000	hs69	8	94954073	94954074	24523	Zm00001d009686	trans
8	94000000	95000000	hs69	8	94954073	94954074	24686	Zm00001d009969	cis
8	94000000	95000000	hs69	8	94954073	94954074	24736	Zm00001d010032	cis
8	94000000	95000000	hs69	8	94954073	94954074	11662	Zm00001d044665	trans
8	94000000	95000000	hs69	8	94954073	94954074	4136	Zm00001d034037	trans
8	94000000	95000000	hs69	8	94954073	94954074	4400	Zm00001d034444	trans
8	94000000	95000000	hs69	8	94954073	94954074	5649	Zm00001d002939	trans
8	94000000	95000000	hs69	8	94954073	94954074	5928	Zm00001d003345	trans
8	94000000	95000000	hs69	8	94954073	94954074	13282	Zm00001d051741	trans
8	94000000	95000000	hs69	8	94954073	94954074	13513	Zm00001d052061	trans
8	94000000	95000000	hs69	8	94954073	94954074	13540	Zm00001d052112	trans
8	94000000	95000000	hs69	8	94954073	94954074	13904	Zm00001d052683	trans
8	94000000	95000000	hs69	8	94954073	94954074	14066	Zm00001d052922	trans
8	94000000	95000000	hs69	8	94954073	94954074	24716	Zm00001d010016	cis
8	94000000	95000000	hs69	8	94954073	94954074	24724	Zm00001d010023	cis
8	94000000	95000000	hs69	8	94954073	94954074	17923	Zm00001d017726	trans
8	94000000	95000000	hs69	8	94954073	94954074	18040	Zm00001d017876	trans
8	94000000	95000000	hs69	8	94954073	94954074	27154	Zm00001d046226	trans
8	94000000	95000000	hs69	8	94954073	94954074	27555	Zm00001d046915	trans
8	94000000	95000000	hs69	8	94954073	94954074	12094	Zm00001d049303	trans
8	94000000	95000000	hs69	8	94954073	94954074	12197	Zm00001d049510	trans
8	94000000	95000000	hs69	8	94954073	94954074	21267	Zm00001d018638	trans
8	94000000	95000000	hs69	8	94954073	94954074	21400	Zm00001d018828	trans
8	94000000	95000000	hs69	8	94954073	94954074	21581	Zm00001d019149	trans
8	94000000	95000000	hs69	8	94954073	94954074	21739	Zm00001d019507	trans
8	94000000	95000000	hs69	8	94954073	94954074	22981	Zm00001d021721	trans
8	94000000	95000000	hs69	8	94954073	94954074	659	Zm00001d028187	trans
8	94000000	95000000	hs69	8	94954073	94954074	935	Zm00001d028569	trans
8	94000000	95000000	hs69	8	94954073	94954074	2618	Zm00001d031619	trans
8	94000000	95000000	hs69	8	94954073	94954074	2916	Zm00001d032123	trans
8	94000000	95000000	hs69	8	94954073	94954074	19419	Zm00001d036688	trans
8	94000000	95000000	hs69	8	94954073	94954074	19881	Zm00001d037484	trans
8	94000000	95000000	hs69	8	94954073	94954074	6962	Zm00001d005630	trans
8	94000000	95000000	hs69	8	94954073	94954074	19090	Zm00001d036044	trans
8	94000000	95000000	hs69	8	94954073	94954074	10206	Zm00001d042619	trans
8	94000000	95000000	hs69	8	94954073	94954074	10409	Zm00001d042922	trans
8	94000000	95000000	hs69	8	94954073	94954074	10536	Zm00001d043131	trans
8	94000000	95000000	hs69	8	94954073	94954074	9542	Zm00001d041496	trans
8	94000000	95000000	hs69	8	94954073	94954074	11459	Zm00001d044416	trans
8	94000000	95000000	hs69	8	94954073	94954074	18157	Zm00001d018037	trans
8	94000000	95000000	hs69	8	94954073	94954074	11454	Zm00001d044409	trans
8	94000000	95000000	hs69	8	94954073	94954074	19989	Zm00001d037636	trans
8	94000000	95000000	hs69	8	94954073	94954074	17710	Zm00001d017418	trans
8	97000000	98000000	hs70	8	97932637	97932638	27051	Zm00001d045740	trans
8	97000000	98000000	hs70	8	97932637	97932638	26879	Zm00001d045445	trans
8	97000000	98000000	hs70	8	97844216	97844217	9447	Zm00001d041063	trans
8	97000000	98000000	hs70	8	97844216	97844217	9819	Zm00001d042019	trans
8	97000000	98000000	hs70	8	97844216	97844217	20762	Zm00001d038676	trans
8	97000000	98000000	hs70	8	97844216	97844217	28386	Zm00001d048111	trans
8	97000000	98000000	hs70	8	97844216	97844217	28490	Zm00001d048247	trans
8	97000000	98000000	hs70	8	97932637	97932638	9191	Zm00001d040545	trans
8	97000000	98000000	hs70	8	97932637	97932638	5562	Zm00001d002801	trans
8	97000000	98000000	hs70	8	97932637	97932638	24486	Zm00001d009603	trans
8	97000000	98000000	hs70	8	97932637	97932638	24677	Zm00001d009960	cis
8	97000000	98000000	hs70	8	97844216	97844217	26848	Zm00001d045387	trans
8	97000000	98000000	hs70	8	97932637	97932638	24778	Zm00001d010120	cis
8	97000000	98000000	hs70	8	97932637	97932638	26385	Zm00001d012687	trans
8	97000000	98000000	hs70	8	97932637	97932638	15926	Zm00001d014157	trans
8	97000000	98000000	hs70	8	97932637	97932638	15954	Zm00001d014201	trans
8	97000000	98000000	hs70	8	97932637	97932638	16182	Zm00001d014623	trans
8	97000000	98000000	hs70	8	97844216	97844217	26998	Zm00001d045580	trans
8	97000000	98000000	hs70	8	97932637	97932638	22332	Zm00001d020764	trans
8	97000000	98000000	hs70	8	97932637	97932638	74	Zm00001d027344	trans
8	97000000	98000000	hs70	8	97844216	97844217	12641	Zm00001d050346	trans
8	97000000	98000000	hs70	8	97932637	97932638	2563	Zm00001d031532	trans
8	97000000	98000000	hs70	8	97932637	97932638	3385	Zm00001d032852	trans
8	97000000	98000000	hs70	8	97932637	97932638	4146	Zm00001d034049	trans
8	97000000	98000000	hs70	8	97932637	97932638	4488	Zm00001d034558	trans
8	97000000	98000000	hs70	8	97932637	97932638	19264	Zm00001d036440	trans
8	97000000	98000000	hs70	8	97932637	97932638	9048	Zm00001d040279	trans
8	97000000	98000000	hs70	8	97844216	97844217	14159	Zm00001d000107	trans
8	97000000	98000000	hs70	8	97844216	97844217	6747	Zm00001d005161	trans
8	97000000	98000000	hs70	8	97844216	97844217	7623	Zm00001d006651	trans
8	97000000	98000000	hs70	8	97844216	97844217	24738	Zm00001d010033	cis
8	97000000	98000000	hs70	8	97844216	97844217	24753	Zm00001d010055	cis
8	97000000	98000000	hs70	8	97844216	97844217	16358	Zm00001d014852	trans
8	97000000	98000000	hs70	8	97932637	97932638	736	Zm00001d028265	trans
8	97000000	98000000	hs70	8	97844216	97844217	29365	Zm00001d024379	trans
8	97000000	98000000	hs70	8	97844216	97844217	30364	Zm00001d026194	trans
8	97000000	98000000	hs70	8	97844216	97844217	1228	Zm00001d028995	trans
8	97000000	98000000	hs70	8	97844216	97844217	1555	Zm00001d029519	trans
8	97000000	98000000	hs70	8	97844216	97844217	2692	Zm00001d031730	trans
8	97000000	98000000	hs70	8	97844216	97844217	3451	Zm00001d032973	trans
8	97000000	98000000	hs70	8	97844216	97844217	18798	Zm00001d035317	trans
8	97000000	98000000	hs70	8	97844216	97844217	20131	Zm00001d037849	trans
8	97000000	98000000	hs70	8	97844216	97844217	22265	Zm00001d020670	trans
8	97000000	98000000	hs70	8	97932637	97932638	16394	Zm00001d014898	trans
8	97000000	98000000	hs70	8	97932637	97932638	16652	Zm00001d015329	trans
8	97000000	98000000	hs70	8	97932637	97932638	24684	Zm00001d009967	cis
8	126000000	127000000	hs71	8	126890746	126890747	6319	Zm00001d004053	trans
8	126000000	127000000	hs71	8	126157090	126157091	17212	Zm00001d016566	trans
8	126000000	127000000	hs71	8	126265493	126265494	14511	Zm00001d053685	trans
8	126000000	127000000	hs71	8	126157090	126157091	21346	Zm00001d018770	trans
8	126000000	127000000	hs71	8	126157090	126157091	9243	Zm00001d040681	trans
8	126000000	127000000	hs71	8	126707909	126707910	15234	Zm00001d013183	trans
8	126000000	127000000	hs71	8	126157090	126157091	9906	Zm00001d042132	trans
8	126000000	127000000	hs71	8	126277674	126277675	25106	Zm00001d010733	cis
8	126000000	127000000	hs71	8	126890746	126890747	25247	Zm00001d010982	cis
8	126000000	127000000	hs71	8	126890746	126890747	22669	Zm00001d021335	trans
8	126000000	127000000	hs71	8	126265493	126265494	25023	Zm00001d010596	cis
8	126000000	127000000	hs71	8	126157090	126157091	10061	Zm00001d042395	trans
8	126000000	127000000	hs71	8	126157090	126157091	11671	Zm00001d044692	trans
8	126000000	127000000	hs71	8	126458273	126458274	21199	Zm00001d039181	trans
8	126000000	127000000	hs71	8	126458273	126458274	11607	Zm00001d044590	trans
8	126000000	127000000	hs71	8	126707909	126707910	25104	Zm00001d010732	cis
8	126000000	127000000	hs71	8	126388829	126388830	17296	Zm00001d016744	trans
8	126000000	127000000	hs71	8	126157090	126157091	25041	Zm00001d010622	cis
8	126000000	127000000	hs71	8	126157090	126157091	25067	Zm00001d010670	cis
8	126000000	127000000	hs71	8	126890746	126890747	29123	Zm00001d023833	trans
8	126000000	127000000	hs71	8	126890746	126890747	848	Zm00001d028439	trans
8	126000000	127000000	hs71	8	126890746	126890747	20916	Zm00001d038850	trans
8	126000000	127000000	hs71	8	126890746	126890747	8953	Zm00001d040124	trans
8	126000000	127000000	hs71	8	126458273	126458274	25138	Zm00001d010804	cis
8	126000000	127000000	hs71	8	126458273	126458274	150	Zm00001d027436	trans
8	126000000	127000000	hs71	8	126458273	126458274	4481	Zm00001d034547	trans
8	126000000	127000000	hs71	8	126265493	126265494	29228	Zm00001d024059	trans
8	126000000	127000000	hs71	8	126265493	126265494	29947	Zm00001d025571	trans
8	126000000	127000000	hs71	8	126265493	126265494	12691	Zm00001d050455	trans
8	126000000	127000000	hs71	8	126277674	126277675	20644	Zm00001d038541	trans
8	126000000	127000000	hs71	8	126277674	126277675	25090	Zm00001d010705	cis
8	126000000	127000000	hs71	8	126277674	126277675	25108	Zm00001d010736	cis
8	126000000	127000000	hs71	8	126157090	126157091	25101	Zm00001d010731	cis
8	126000000	127000000	hs71	8	126458273	126458274	28772	Zm00001d023226	trans
8	126000000	127000000	hs71	8	126277674	126277675	27715	Zm00001d047153	trans
8	126000000	127000000	hs71	8	126458273	126458274	25121	Zm00001d010758	cis
8	126000000	127000000	hs71	8	126458273	126458274	25125	Zm00001d010785	cis
8	126000000	127000000	hs71	8	126388829	126388830	25266	Zm00001d011049	trans
8	126000000	127000000	hs71	8	126458273	126458274	15373	Zm00001d013390	trans
8	126000000	127000000	hs71	8	126458273	126458274	28820	Zm00001d023303	trans
8	126000000	127000000	hs71	8	126388829	126388830	25115	Zm00001d010754	cis
8	126000000	127000000	hs71	8	126277674	126277675	30761	Zm00001d026691	trans
8	126000000	127000000	hs71	8	126157090	126157091	25099	Zm00001d010728	cis
8	126000000	127000000	hs71	8	126388829	126388830	833	Zm00001d028422	trans
8	126000000	127000000	hs71	8	126388829	126388830	27184	Zm00001d046178	trans
8	126000000	127000000	hs71	8	126388829	126388830	6847	Zm00001d005373	trans
8	126000000	127000000	hs71	8	126388829	126388830	13410	Zm00001d051925	trans
8	126000000	127000000	hs71	8	126388829	126388830	14398	Zm00001d053555	trans
8	126000000	127000000	hs71	8	126388829	126388830	25072	Zm00001d000339	trans
8	126000000	127000000	hs71	8	126388829	126388830	27172	Zm00001d046192	trans
8	126000000	127000000	hs71	8	126388829	126388830	25110	Zm00001d010740	cis
9	3000000	4000000	hs72	9	3059277	3059278	5229	Zm00001d002314	trans
9	3000000	4000000	hs72	9	3626744	3626745	1401	Zm00001d029217	trans
9	3000000	4000000	hs72	9	3626744	3626745	2446	Zm00001d031300	trans
9	3000000	4000000	hs72	9	3626744	3626745	10782	Zm00001d043419	trans
9	3000000	4000000	hs72	9	3626744	3626745	11415	Zm00001d044332	trans
9	3000000	4000000	hs72	9	3059277	3059278	7030	Zm00001d005752	trans
9	3000000	4000000	hs72	9	3059277	3059278	18217	Zm00001d018141	trans
9	3000000	4000000	hs72	9	3059277	3059278	29585	Zm00001d024835	trans
9	3000000	4000000	hs72	9	3059277	3059278	1484	Zm00001d029396	trans
9	3000000	4000000	hs72	9	3059277	3059278	21103	Zm00001d039040	trans
9	3000000	4000000	hs72	9	3292747	3292748	26504	Zm00001d044823	cis
9	3000000	4000000	hs72	9	3292747	3292748	26515	Zm00001d044838	cis
9	3000000	4000000	hs72	9	3341206	3341207	29797	Zm00001d025263	trans
9	3000000	4000000	hs72	9	3626744	3626745	16433	Zm00001d014949	trans
9	3000000	4000000	hs72	9	3991109	3991110	7172	Zm00001d006025	trans
9	3000000	4000000	hs72	9	3991109	3991110	17327	Zm00001d016771	trans
9	3000000	4000000	hs72	9	3991109	3991110	18465	Zm00001d018418	trans
9	3000000	4000000	hs72	9	3991109	3991110	1673	Zm00001d029740	trans
9	3000000	4000000	hs72	9	3991109	3991110	18985	Zm00001d035766	trans
9	3000000	4000000	hs72	9	3991109	3991110	8692	Zm00001d039637	trans
9	3000000	4000000	hs72	9	3991109	3991110	10132	Zm00001d042510	trans
9	3000000	4000000	hs72	9	3991109	3991110	26507	Zm00001d044826	cis
9	3000000	4000000	hs72	9	3991109	3991110	28686	Zm00001d048499	trans
9	3000000	4000000	hs72	9	3991109	3991110	14780	Zm00001d053988	trans
9	3000000	4000000	hs72	9	3900860	3900861	25471	Zm00001d011362	trans
9	3000000	4000000	hs72	9	3900860	3900861	28922	Zm00001d023459	trans
9	3000000	4000000	hs72	9	3900860	3900861	26501	Zm00001d044815	cis
9	3000000	4000000	hs72	9	3900860	3900861	12051	Zm00001d049225	trans
9	3000000	4000000	hs72	9	3626744	3626745	13612	Zm00001d052206	trans
9	3000000	4000000	hs72	9	3626744	3626745	26497	Zm00001d044813	cis
9	3000000	4000000	hs72	9	3626744	3626745	26499	Zm00001d044814	cis
9	3000000	4000000	hs72	9	3626744	3626745	26623	Zm00001d045048	cis
9	71000000	72000000	hs73	9	71438764	71438765	10751	Zm00001d043389	trans
9	71000000	72000000	hs73	9	71438764	71438765	27536	Zm00001d045675	trans
9	71000000	72000000	hs73	9	71438764	71438765	27112	Zm00001d045928	trans
9	71000000	72000000	hs73	9	71438764	71438765	27129	Zm00001d045956	trans
9	71000000	72000000	hs73	9	71438764	71438765	27205	Zm00001d046072	trans
9	71000000	72000000	hs73	9	71438764	71438765	1577	Zm00001d029561	trans
9	71000000	72000000	hs73	9	71438764	71438765	2278	Zm00001d030998	trans
9	71000000	72000000	hs73	9	71438764	71438765	19671	Zm00001d037059	trans
9	71000000	72000000	hs73	9	71438764	71438765	20912	Zm00001d038848	trans
9	71000000	72000000	hs73	9	71568613	71568614	5671	Zm00001d002967	trans
9	71000000	72000000	hs73	9	71568613	71568614	7565	Zm00001d006552	trans
9	71000000	72000000	hs73	9	71568613	71568614	9520	Zm00001d041455	trans
9	71000000	72000000	hs73	9	71568613	71568614	9708	Zm00001d041816	trans
9	71000000	72000000	hs73	9	71568613	71568614	27136	Zm00001d045975	trans
9	71000000	72000000	hs73	9	71438764	71438765	27174	Zm00001d046191	cis
9	71000000	72000000	hs73	9	71438764	71438765	27171	Zm00001d046192	cis
9	71000000	72000000	hs73	9	71438764	71438765	27241	Zm00001d046343	trans
9	71000000	72000000	hs73	9	71438764	71438765	27863	Zm00001d047421	trans
9	71000000	72000000	hs73	9	71438764	71438765	11811	Zm00001d048734	trans
9	71000000	72000000	hs73	9	71438764	71438765	12096	Zm00001d049313	trans
9	71000000	72000000	hs73	9	71438764	71438765	12465	Zm00001d049958	trans
9	71000000	72000000	hs73	9	71438764	71438765	13666	Zm00001d052282	trans
9	71000000	72000000	hs73	9	71186193	71186194	560	Zm00001d028039	trans
9	71000000	72000000	hs73	9	71186193	71186194	9813	Zm00001d042005	trans
9	71000000	72000000	hs73	9	71186193	71186194	27454	Zm00001d046749	trans
9	71000000	72000000	hs73	9	71438764	71438765	25330	Zm00001d011124	trans
9	71000000	72000000	hs73	9	71438764	71438765	15352	Zm00001d013362	trans
9	71000000	72000000	hs73	9	71438764	71438765	16105	Zm00001d014500	trans
9	71000000	72000000	hs73	9	71438764	71438765	18570	Zm00001d018516	trans
9	71000000	72000000	hs73	9	71438764	71438765	23145	Zm00001d021945	trans
9	71000000	72000000	hs73	9	71438764	71438765	23365	Zm00001d022240	trans
9	71000000	72000000	hs73	9	71438764	71438765	1051	Zm00001d028730	trans
9	112000000	113000000	hs74	9	112262756	112262757	1081	Zm00001d028773	trans
9	112000000	113000000	hs74	9	112262756	112262757	1888	Zm00001d030130	trans
9	112000000	113000000	hs74	9	112262756	112262757	2588	Zm00001d031572	trans
9	112000000	113000000	hs74	9	112262756	112262757	3482	Zm00001d033037	trans
9	112000000	113000000	hs74	9	112262756	112262757	3851	Zm00001d033637	trans
9	112000000	113000000	hs74	9	112262756	112262757	1377	Zm00001d029197	trans
9	112000000	113000000	hs74	9	112262756	112262757	20241	Zm00001d038030	trans
9	112000000	113000000	hs74	9	112262756	112262757	20506	Zm00001d038357	trans
9	112000000	113000000	hs74	9	112262756	112262757	27565	Zm00001d046922	cis
9	112000000	113000000	hs74	9	112262756	112262757	27584	Zm00001d046948	cis
9	112000000	113000000	hs74	9	112262756	112262757	12553	Zm00001d050155	trans
9	112000000	113000000	hs74	9	112262756	112262757	1619	Zm00001d029636	trans
9	112000000	113000000	hs74	9	112262756	112262757	1799	Zm00001d029965	trans
9	112000000	113000000	hs74	9	112262756	112262757	25889	Zm00001d011993	trans
9	112000000	113000000	hs74	9	112262756	112262757	2150	Zm00001d030762	trans
9	112000000	113000000	hs74	9	112262756	112262757	13299	Zm00001d000381	trans
9	112000000	113000000	hs74	9	112262756	112262757	25174	Zm00001d010855	trans
9	112000000	113000000	hs74	9	112262756	112262757	17365	Zm00001d016826	trans
9	112000000	113000000	hs74	9	112262756	112262757	26388	Zm00001d012689	trans
9	112000000	113000000	hs74	9	112262756	112262757	17009	Zm00001d016134	trans
9	112000000	113000000	hs74	9	112262756	112262757	17190	Zm00001d016542	trans
9	112000000	113000000	hs74	9	112262756	112262757	873	Zm00001d028455	trans
10	14000000	15000000	hs75	10	14594873	14594874	29008	Zm00001d023608	cis
10	14000000	15000000	hs75	10	14594873	14594874	28948	Zm00001d023525	cis
10	14000000	15000000	hs75	10	14260491	14260492	4948	Zm00001d001932	trans
10	14000000	15000000	hs75	10	14594873	14594874	12497	Zm00001d050061	trans
10	14000000	15000000	hs75	10	14594873	14594874	25319	Zm00001d011108	trans
10	14000000	15000000	hs75	10	14594873	14594874	29037	Zm00001d023673	cis
10	14000000	15000000	hs75	10	14628549	14628550	15552	Zm00001d013607	trans
10	14000000	15000000	hs75	10	14628549	14628550	22928	Zm00001d021668	trans
10	14000000	15000000	hs75	10	14628549	14628550	8177	Zm00001d007572	trans
10	14000000	15000000	hs75	10	14628549	14628550	25850	Zm00001d011945	trans
10	14000000	15000000	hs75	10	14628549	14628550	17893	Zm00001d017684	trans
10	14000000	15000000	hs75	10	14628549	14628550	12653	Zm00001d050368	trans
10	14000000	15000000	hs75	10	14594873	14594874	11273	Zm00001d044184	trans
10	14000000	15000000	hs75	10	14745775	14745776	11020	Zm00001d043782	trans
10	14000000	15000000	hs75	10	14594873	14594874	16502	Zm00001d015036	trans
10	14000000	15000000	hs75	10	14594873	14594874	28980	Zm00001d023565	cis
10	14000000	15000000	hs75	10	14594873	14594874	23850	Zm00001d008413	trans
10	14000000	15000000	hs75	10	14745775	14745776	12689	Zm00001d050452	trans
10	14000000	15000000	hs75	10	14628549	14628550	9752	Zm00001d041900	trans
