id	gid	gchr.g	gpos.g	gchr.p	gpos.p	qchr.g	marker	qpos.g	qleft.g	qright.g	qchr.p	qpos.p	LOD	ADD	Rsqure	type
28518	AC149829.2_FG006	9	629.9 	9	151150059 	6	143	205.5 	200.2 	211.9 	6	98245300	5.59 	-1.07 	0.17 	trans
28519	GRMZM2G087901	9	639.7 	9	151250163 	9	576	635.9 	631.1 	642.0 	9	151205578	6.75 	0.20 	0.22 	cis
28520	GRMZM2G178741	9	640.7 	9	151260734 	9	578	641.0 	636.9 	642.0 	9	151263444	16.99 	-0.86 	0.47 	cis
28521	GRMZM2G178741	9	640.7 	9	151260734 	10	52	59.1 	53.8 	62.9 	10	4243926	5.04 	-0.42 	0.11 	trans
28522	GRMZM2G178741	9	640.7 	9	151260734 	6	52	103.8 	97.6 	112.8 	6	28015058	4.55 	-0.37 	0.09 	trans
28523	GRMZM2G178775	9	642.1 	9	151266705 	9	578	641.0 	638.9 	642.0 	9	151263444	35.75 	1.30 	0.67 	cis
28524	GRMZM2G178787	9	642.1 	9	151274770 	9	576	639.9 	635.9 	647.6 	9	151205578	7.75 	1.64 	0.24 	cis
28525	GRMZM2G178787	9	642.1 	9	151274770 	3	312	443.7 	435.8 	446.9 	3	92319142	5.05 	1.17 	0.12 	trans
28526	GRMZM2G178787	9	642.1 	9	151274770 	2	118	174.9 	168.4 	180.0 	2	9002346	4.70 	-1.14 	0.11 	trans
28527	GRMZM2G178826	9	642.1 	9	151277591 	9	581	643.3 	642.1 	644.8 	9	151284137	44.97 	4.99 	0.79 	cis
28528	GRMZM2G479529	9	642.2 	9	151282851 	9	581	643.3 	642.1 	644.8 	9	151284137	24.29 	2.64 	0.58 	cis
28529	GRMZM2G178847	9	642.2 	9	151286388 	9	583	644.8 	644.7 	646.8 	9	151469631	44.58 	8.24 	0.73 	cis
28530	GRMZM2G178847	9	642.2 	9	151286388 	7	351	444.0 	436.1 	448.9 	7	143346605	4.74 	1.62 	0.03 	trans
28531	GRMZM2G178859	9	642.3 	9	151291912 	9	580	642.1 	642.0 	643.1 	9	151266912	13.49 	0.54 	0.36 	cis
28532	GRMZM2G178859	9	642.3 	9	151291912 	5	247	342.5 	335.6 	349.3 	5	17129570	6.03 	-0.34 	0.14 	trans
28533	GRMZM2G178859	9	642.3 	9	151291912 	8	650	816.0 	815.8 	820.3 	8	172297110	4.81 	-0.45 	0.10 	trans
28534	GRMZM2G178880	9	642.4 	9	151296802 	9	583	644.8 	644.7 	647.6 	9	151469631	26.57 	-0.91 	0.56 	cis
28535	GRMZM2G178880	9	642.4 	9	151296802 	2	37	49.5 	44.3 	51.4 	2	3080397	5.04 	-0.30 	0.06 	trans
28536	GRMZM2G178916	9	642.5 	9	151304749 	9	583	644.8 	644.7 	646.8 	9	151469631	68.74 	1.95 	0.91 	cis
28537	GRMZM2G178916	9	642.5 	9	151304749 	3	367	494.3 	491.9 	497.6 	3	135043598	5.83 	-0.25 	0.01 	trans
28538	GRMZM2G178945	9	642.6 	9	151313478 	8	559	712.8 	708.0 	718.0 	8	167459270	4.27 	-0.26 	0.12 	trans
28539	GRMZM2G178960	9	642.7 	9	151318056 	9	583	644.8 	644.7 	647.6 	9	151469631	20.04 	0.53 	0.42 	cis
28540	GRMZM2G178960	9	642.7 	9	151318056 	3	35	48.2 	45.8 	59.1 	3	2218339	4.30 	0.21 	0.07 	trans
28541	GRMZM2G178960	9	642.7 	9	151318056 	1	158	149.0 	142.3 	154.0 	1	13054840	4.36 	-0.20 	0.06 	trans
28542	GRMZM2G057950	9	642.8 	9	151326053 	9	583	644.8 	644.7 	646.8 	9	151469631	47.52 	-3.29 	0.79 	cis
28543	GRMZM2G361256	9	643.3 	9	151365414 	9	583	644.8 	644.7 	649.0 	9	151469631	22.06 	0.30 	0.46 	cis
28544	GRMZM2G058133	9	643.7 	9	151396013 	1	1162	1213.7 	1209.8 	1218.2 	1	288027521	5.42 	0.08 	0.18 	trans
28545	GRMZM5G833332	9	643.8 	9	151400378 	9	583	644.8 	644.7 	649.0 	9	151469631	10.92 	0.07 	0.30 	cis
28546	GRMZM2G055107	9	643.8 	9	151402419 	9	591	652.2 	648.0 	658.2 	9	152085100	10.83 	-0.18 	0.29 	cis
28547	GRMZM2G420926	9	644.8 	9	151476803 	9	583	644.8 	642.1 	647.6 	9	151469631	7.85 	-1.14 	0.07 	cis
28548	GRMZM2G120975	9	645.1 	9	151495210 	9	583	645.8 	644.7 	647.6 	9	151469631	28.97 	1.84 	0.59 	cis
28549	GRMZM2G120975	9	645.1 	9	151495210 	4	523	666.5 	661.0 	672.9 	4	180759092	4.18 	-0.53 	0.05 	trans
28550	GRMZM2G310155	9	646.0 	9	151563706 	9	583	644.8 	643.1 	649.0 	9	151469631	6.06 	-0.14 	0.16 	cis
28551	GRMZM2G009869	9	646.1 	9	151574288 	4	587	728.1 	726.1 	729.0 	4	195195017	4.18 	0.36 	0.12 	trans
28552	AC149810.2_FG003	9	646.3 	9	151589577 	9	125	160.9 	159.6 	165.9 	9	12805069	4.82 	-0.01 	0.15 	trans
28553	AC149810.2_FG003	9	646.3 	9	151589577 	2	528	709.6 	704.3 	714.6 	2	199163046	4.86 	0.01 	0.14 	trans
28554	GRMZM2G127101	9	647.1 	9	151642406 	9	583	645.8 	644.8 	647.6 	9	151469631	26.75 	2.86 	0.58 	cis
28555	GRMZM2G127072	9	647.2 	9	151653872 	9	583	644.8 	644.7 	646.8 	9	151469631	51.22 	1.01 	0.75 	cis
28556	GRMZM2G127072	9	647.2 	9	151653872 	7	557	690.3 	687.4 	695.8 	7	168389328	4.53 	0.16 	0.02 	trans
28557	GRMZM2G127072	9	647.2 	9	151653872 	3	509	621.5 	615.6 	624.3 	3	176563585	4.19 	0.16 	0.02 	trans
28558	GRMZM2G127050	9	647.4 	9	151664531 	9	590	650.0 	644.8 	653.2 	9	151879122	5.41 	-0.21 	0.15 	cis
28559	GRMZM2G127050	9	647.4 	9	151664531 	1	887	921.7 	915.5 	926.9 	1	228100712	4.52 	-0.20 	0.15 	trans
28560	GRMZM2G126821	9	647.4 	9	151670591 	9	588	647.7 	644.8 	649.0 	9	151668202	31.83 	20.09 	0.53 	cis
28561	GRMZM2G126821	9	647.4 	9	151670591 	7	442	543.6 	542.1 	550.3 	7	159133730	5.33 	5.73 	0.05 	trans
28562	GRMZM2G126821	9	647.4 	9	151670591 	5	757	922.5 	919.4 	928.0 	5	215077584	4.76 	-5.40 	0.04 	trans
28563	GRMZM2G126812	9	647.7 	9	151689295 	9	588	647.7 	644.8 	650.0 	9	151668202	23.51 	-1.28 	0.40 	cis
28564	GRMZM2G126812	9	647.7 	9	151689295 	8	462	582.3 	578.8 	588.6 	8	161523804	5.01 	-0.43 	0.05 	trans
28565	GRMZM2G126781	9	647.9 	9	151710137 	1	113	100.7 	97.8 	103.9 	1	8278254	15.77 	-2.93 	0.43 	trans
28566	GRMZM2G126781	9	647.9 	9	151710137 	6	39	89.1 	87.5 	99.1 	6	9199112	5.95 	-2.25 	0.13 	trans
28567	GRMZM2G126763	9	648.1 	9	151720918 	6	42	91.5 	85.7 	96.6 	6	19722438	4.89 	-0.86 	0.13 	trans
28568	GRMZM2G126745	9	648.1 	9	151725351 	1	598	590.2 	589.0 	594.0 	1	177769814	5.10 	0.58 	0.13 	trans
28569	GRMZM2G126682	9	648.2 	9	151732851 	9	589	649.0 	648.0 	650.0 	9	151678913	41.01 	-8.13 	0.84 	cis
28570	GRMZM2G009808	9	648.6 	9	151767864 	9	589	649.0 	648.0 	650.0 	9	151678913	44.31 	7.90 	0.74 	cis
28571	GRMZM2G010017	9	649.2 	9	151817554 	8	495	619.7 	611.9 	622.7 	8	163826700	5.75 	-0.69 	0.16 	trans
28572	GRMZM2G010017	9	649.2 	9	151817554 	6	92	148.8 	142.6 	158.5 	6	88662672	4.72 	-0.63 	0.13 	trans
28573	GRMZM2G010490	9	649.2 	9	151821700 	4	505	651.3 	645.6 	657.5 	4	178757640	5.29 	0.22 	0.16 	trans
28574	GRMZM2G059891	9	650.9 	9	151971076 	2	243	372.3 	371.2 	380.2 	2	20462262	6.40 	0.23 	0.18 	trans
28575	GRMZM2G059937	9	651.0 	9	151976147 	5	441	532.6 	526.1 	532.8 	5	163675617	5.86 	-0.34 	0.15 	trans
28576	GRMZM2G059937	9	651.0 	9	151976147 	2	707	975.0 	967.5 	980.4 	2	222731218	4.86 	-0.32 	0.12 	trans
28577	GRMZM2G059937	9	651.0 	9	151976147 	4	190	258.4 	258.1 	259.3 	4	18003048	4.60 	-0.31 	0.11 	trans
28578	GRMZM2G358931	9	651.1 	9	151987722 	8	254	340.6 	335.9 	344.4 	8	24430718	4.37 	-0.69 	0.12 	trans
28579	GRMZM2G126839	9	651.2 	9	151996338 	2	308	424.9 	419.0 	426.8 	2	36455690	5.04 	-0.47 	0.14 	trans
28580	GRMZM2G150408	9	651.7 	9	152043658 	9	591	652.2 	649.0 	658.2 	9	152085100	4.63 	-2.49 	0.09 	cis
28581	GRMZM2G150408	9	651.7 	9	152043658 	4	405	458.9 	456.9 	467.3 	4	157674298	8.45 	-3.26 	0.18 	trans
28582	GRMZM2G150058	9	651.8 	9	152049122 	9	593	653.2 	652.2 	655.2 	9	152021554	42.44 	36.25 	0.72 	cis
28583	GRMZM2G150058	9	651.8 	9	152049122 	1	227	218.8 	210.7 	220.5 	1	22469173	4.65 	-7.37 	0.03 	trans
28584	GRMZM2G057529	9	651.9 	9	152055088 	9	593	654.2 	653.2 	655.2 	9	152021554	44.66 	1.06 	0.74 	cis
28585	GRMZM2G057491	9	652.2 	9	152083352 	9	591	652.2 	650.0 	653.2 	9	152085100	82.77 	5.27 	0.84 	cis
28586	GRMZM2G057243	9	652.6 	9	152089891 	9	590	652.0 	650.0 	652.7 	9	151879122	41.10 	2.45 	0.72 	cis
28587	GRMZM2G089421	9	655.2 	9	152134494 	2	242	371.8 	366.2 	379.2 	2	19964940	4.43 	-6.05 	0.12 	trans
28588	GRMZM2G178072	9	658.7 	9	152190846 	9	598	658.7 	655.4 	659.0 	9	152187898	43.75 	2.04 	0.63 	cis
28589	GRMZM2G137779	9	658.6 	9	152252035 	9	599	659.0 	658.7 	661.3 	9	152252214	28.88 	0.21 	0.64 	cis
28590	GRMZM2G137779	9	658.6 	9	152252035 	7	38	63.1 	56.3 	69.2 	7	2566813	4.55 	-0.07 	0.06 	trans
28591	GRMZM2G532534	9	658.8 	9	152269292 	2	340	464.3 	462.6 	470.9 	2	49492036	4.48 	-0.07 	0.14 	trans
28592	AC149818.2_FG001	9	661.0 	9	152417740 	8	443	535.8 	530.1 	544.4 	8	146710142	4.60 	0.15 	0.14 	trans
28593	AC149818.2_FG004	9	661.2 	9	152437084 	7	232	324.9 	323.1 	328.4 	7	112270260	5.51 	-4.23 	0.15 	trans
28594	AC149818.2_FG004	9	661.2 	9	152437084 	2	593	778.0 	777.1 	779.0 	2	207582025	4.93 	-3.78 	0.13 	trans
28595	AC149818.2_FG005	9	661.3 	9	152441849 	9	604	661.7 	659.5 	662.7 	9	152466140	32.94 	0.76 	0.72 	cis
28596	AC149818.2_FG005	9	661.3 	9	152441849 	1	141	129.7 	128.7 	134.4 	1	11300944	4.87 	-0.32 	0.06 	trans
28597	AC149818.2_FG006	9	661.4 	9	152444384 	9	604	661.7 	659.5 	662.7 	9	152466140	21.37 	1.98 	0.50 	cis
28598	AC149818.2_FG006	9	661.4 	9	152444384 	10	402	452.0 	445.3 	457.2 	10	141079306	5.78 	-0.83 	0.09 	trans
28599	AC149818.2_FG007	9	661.6 	9	152454278 	9	635	695.4 	689.6 	700.4 	9	153670872	4.64 	0.13 	0.12 	cis
28600	AC149818.2_FG007	9	661.6 	9	152454278 	1	377	372.3 	369.0 	375.7 	1	48531774	5.68 	-0.15 	0.15 	trans
28601	AC149818.2_FG008	9	661.7 	9	152461242 	3	343	469.6 	463.8 	473.5 	3	126460808	4.31 	-0.14 	0.13 	trans
28602	AC149475.2_FG003	9	662.4 	9	152492777 	2	593	778.0 	777.1 	780.0 	2	207582025	5.42 	-1.66 	0.15 	trans
28603	AC149475.2_FG005	9	662.7 	9	152530265 	9	607	662.7 	661.7 	664.5 	9	152570081	15.13 	0.76 	0.37 	cis
28604	AC149475.2_FG005	9	662.7 	9	152530265 	1	731	760.0 	758.0 	763.0 	1	200629098	5.49 	-1.87 	0.17 	trans
28605	AC149475.2_FG007	9	662.9 	9	152556553 	9	607	662.7 	660.3 	664.5 	9	152570081	15.67 	-2.06 	0.33 	cis
28606	AC149475.2_FG007	9	662.9 	9	152556553 	7	424	507.2 	499.4 	511.1 	7	157330710	5.05 	1.05 	0.08 	trans
28607	GRMZM2G063060	9	663.6 	9	152636162 	9	604	661.7 	659.5 	664.5 	9	152466140	13.95 	1.36 	0.30 	cis
28608	GRMZM2G063060	9	663.6 	9	152636162 	3	395	517.7 	512.5 	525.4 	3	149799899	4.19 	-0.69 	0.08 	trans
28609	GRMZM2G362088	9	663.7 	9	152645843 	9	607	662.7 	660.3 	664.5 	9	152570081	33.03 	2.76 	0.67 	cis
28610	GRMZM2G063342	9	663.8 	9	152653012 	9	607	662.7 	659.5 	664.5 	9	152570081	22.29 	2.55 	0.41 	cis
28611	GRMZM2G063387	9	664.0 	9	152677401 	9	607	663.7 	660.3 	667.1 	9	152570081	13.38 	0.31 	0.30 	cis
28612	AC233901.1_FG010	9	664.2 	9	152707736 	9	604	661.7 	658.7 	666.5 	9	152466140	6.41 	0.22 	0.18 	cis
28613	AC233901.1_FG010	9	664.2 	9	152707736 	1	518	538.9 	536.0 	546.0 	1	93532693	4.37 	0.17 	0.11 	trans
28614	GRMZM5G832248	9	664.6 	9	152749098 	4	639	758.9 	756.5 	762.9 	4	224155720	4.73 	0.55 	0.13 	trans
28615	AC233901.1_FG005	9	665.1 	9	152805561 	9	608	665.5 	664.5 	666.5 	9	152775906	18.08 	0.73 	0.55 	cis
28616	AC233901.1_FG005	9	665.1 	9	152805561 	1	1131	1179.8 	1174.8 	1184.9 	1	285110916	4.33 	0.32 	0.09 	trans
28617	AC233901.1_FG004	9	665.1 	9	152809590 	3	75	138.2 	129.8 	143.5 	3	4677638	5.12 	0.41 	0.15 	trans
28618	GRMZM2G045257	9	665.2 	9	152819409 	9	610	666.5 	663.7 	667.1 	9	152812584	26.52 	0.90 	0.61 	cis
28619	GRMZM2G034243	9	665.5 	9	152859031 	4	723	853.5 	847.5 	860.3 	4	236954144	4.80 	-0.07 	0.14 	trans
28620	GRMZM2G330019	9	665.6 	9	152863686 	7	411	497.5 	493.1 	502.7 	7	156085756	4.31 	-7.76 	0.11 	trans
28621	GRMZM2G175563	9	666.5 	9	152965406 	5	209	298.2 	292.6 	303.4 	5	12476240	4.59 	-0.35 	0.14 	trans
28622	GRMZM2G175563	9	666.5 	9	152965406 	4	575	721.5 	716.1 	726.8 	4	191758532	4.38 	0.48 	0.13 	trans
28623	GRMZM2G115674	9	667.1 	9	153036791 	9	614	667.4 	666.5 	667.7 	9	152841695	22.42 	9.31 	0.54 	cis
28624	GRMZM2G115633	9	667.1 	9	153041209 	2	173	267.3 	266.3 	268.3 	2	12846270	4.22 	2.01 	0.22 	trans
28625	GRMZM2G115633	9	667.1 	9	153041209 	3	269	419.9 	416.8 	423.3 	3	31557356	4.86 	-1.34 	0.14 	trans
28626	GRMZM2G115633	9	667.1 	9	153041209 	5	236	331.8 	327.6 	338.2 	5	15737866	4.21 	-0.71 	0.12 	trans
28627	GRMZM2G352898	9	668.1 	9	153159606 	9	614	667.4 	666.5 	668.4 	9	152841695	17.85 	-0.83 	0.45 	cis
28628	GRMZM2G030882	9	668.4 	9	153188634 	9	616	668.4 	667.4 	671.4 	9	153188182	17.01 	-1.02 	0.38 	cis
28629	GRMZM2G030882	9	668.4 	9	153188634 	6	129	179.0 	175.1 	185.0 	6	95194863	4.31 	-0.44 	0.07 	trans
28630	GRMZM2G330384	9	669.2 	9	153194200 	9	619	672.4 	670.4 	675.4 	9	153213997	28.95 	-0.54 	0.64 	cis
28631	GRMZM2G330384	9	669.2 	9	153194200 	4	405	458.9 	452.5 	467.3 	4	157674298	4.65 	-0.17 	0.06 	trans
28632	GRMZM2G487197	9	672.4 	9	153215325 	9	618	671.4 	669.4 	674.4 	9	153201721	21.01 	0.44 	0.46 	cis
28633	GRMZM2G178106	9	674.5 	9	153306593 	3	791	969.5 	969.2 	974.7 	3	217423325	5.05 	2.24 	0.16 	trans
28634	GRMZM2G479000	9	674.8 	9	153319570 	7	440	529.8 	519.3 	540.8 	7	158229708	5.23 	0.10 	0.26 	trans
28635	GRMZM2G178120	9	675.1 	9	153331518 	5	317	426.3 	420.6 	434.6 	5	42374866	5.38 	-0.18 	0.15 	trans
28636	GRMZM2G075505	9	677.2 	9	153420158 	9	619	672.4 	670.4 	676.4 	9	153213997	11.10 	1.30 	0.30 	cis
28637	GRMZM2G374986	9	679.0 	9	153451231 	9	624	680.6 	677.9 	684.3 	9	153454120	27.76 	0.75 	0.62 	cis
28638	GRMZM2G374986	9	679.0 	9	153451231 	7	262	348.5 	343.8 	349.9 	7	123682932	4.31 	-0.23 	0.05 	trans
28639	GRMZM2G171986	9	683.5 	9	153484621 	9	629	688.6 	687.6 	690.0 	9	153513306	17.27 	1.20 	0.51 	cis
28640	GRMZM2G171986	9	683.5 	9	153484621 	6	42	91.5 	86.7 	98.1 	6	19722438	5.26 	-0.58 	0.11 	trans
28641	GRMZM2G171994	9	684.2 	9	153490138 	9	628	686.8 	682.7 	687.6 	9	153508214	28.54 	-0.26 	0.62 	cis
28642	GRMZM2G172014	9	686.8 	9	153509324 	9	625	683.7 	682.7 	687.6 	9	153436305	29.65 	-0.93 	0.69 	cis
28643	GRMZM2G172021	9	687.6 	9	153515347 	1	1058	1120.8 	1118.8 	1121.6 	1	271701579	7.88 	-0.82 	0.24 	trans
28644	GRMZM2G172021	9	687.6 	9	153515347 	10	466	558.0 	553.4 	559.2 	10	143852638	5.80 	-0.83 	0.16 	trans
28645	GRMZM2G172053	9	690.0 	9	153530998 	2	832	1154.7 	1153.1 	1154.7 	2	236352764	4.79 	0.06 	0.13 	trans
28646	GRMZM2G172053	9	690.0 	9	153530998 	7	476	577.8 	569.1 	579.3 	7	161952012	4.60 	-0.06 	0.12 	trans
28647	GRMZM2G051009	9	690.3 	9	153542781 	9	637	696.8 	692.0 	698.0 	9	153671061	12.59 	-0.29 	0.27 	cis
28648	GRMZM2G051009	9	690.3 	9	153542781 	2	740	1039.5 	1033.6 	1044.3 	2	226424382	4.36 	0.17 	0.08 	trans
28649	GRMZM2G051103	9	690.8 	9	153560648 	9	629	688.6 	687.6 	690.0 	9	153513306	20.06 	0.59 	0.51 	cis
28650	GRMZM2G051219	9	691.9 	9	153599490 	9	632	693.8 	692.3 	695.4 	9	153630973	50.57 	21.72 	0.84 	cis
28651	GRMZM2G092281	9	692.3 	9	153613639 	9	633	693.9 	692.3 	695.4 	9	153670560	31.92 	0.86 	0.60 	cis
28652	GRMZM2G092281	9	692.3 	9	153613639 	5	258	356.0 	350.3 	359.3 	5	18609388	5.38 	-0.25 	0.05 	trans
28653	GRMZM2G092281	9	692.3 	9	153613639 	1	282	276.8 	275.4 	284.8 	1	32022994	4.55 	-0.24 	0.04 	trans
28654	GRMZM2G317931	9	693.8 	9	153667003 	9	633	693.9 	692.3 	695.4 	9	153670560	68.41 	1.79 	0.86 	cis
28655	GRMZM2G317931	9	693.8 	9	153667003 	7	403	488.0 	485.5 	490.0 	7	154396101	4.31 	0.18 	0.01 	trans
28656	GRMZM2G317938	9	693.9 	9	153672239 	9	637	696.8 	695.4 	698.5 	9	153671061	56.71 	3.76 	0.75 	cis
28657	GRMZM2G382534	9	696.0 	9	153693394 	3	399	521.1 	513.5 	524.4 	3	150103715	4.85 	0.05 	0.14 	trans
28658	GRMZM2G060564	9	700.3 	9	153735669 	9	642	708.6 	704.4 	709.0 	9	153757360	18.06 	-1.23 	0.43 	cis
28659	GRMZM2G060564	9	700.3 	9	153735669 	1	1061	1121.6 	1117.0 	1122.0 	1	271844168	4.49 	-0.57 	0.08 	trans
28660	GRMZM2G064005	9	704.2 	9	153774363 	9	642	708.6 	706.4 	709.0 	9	153757360	26.84 	0.76 	0.53 	cis
28661	GRMZM2G063931	9	704.9 	9	153781513 	9	641	707.4 	704.4 	708.6 	9	153704136	35.59 	3.74 	0.73 	cis
28662	GRMZM2G063931	9	704.9 	9	153781513 	3	400	524.4 	523.4 	526.4 	3	152074508	8.00 	-4.77 	0.17 	trans
28663	GRMZM2G171365	9	709.0 	9	153822627 	9	644	711.5 	708.6 	713.6 	9	153840147	27.71 	2.24 	0.58 	cis
28664	GRMZM2G171365	9	709.0 	9	153822627 	4	508	654.8 	645.9 	658.9 	4	179662199	4.33 	-0.64 	0.05 	trans
28665	GRMZM2G171440	9	709.6 	9	153836899 	9	641	707.4 	702.4 	712.9 	9	153704136	18.21 	-0.29 	0.45 	cis
28666	GRMZM2G171440	9	709.6 	9	153836899 	3	390	511.2 	508.0 	516.7 	3	147605402	4.45 	-0.12 	0.08 	trans
28667	GRMZM2G171464	9	709.9 	9	153844130 	9	644	711.5 	705.4 	714.2 	9	153840147	7.52 	-0.06 	0.20 	cis
28668	GRMZM2G171466	9	710.0 	9	153848487 	4	723	853.5 	847.5 	857.4 	4	236954144	8.76 	-0.36 	0.24 	trans
28669	GRMZM2G171469	9	710.3 	9	153854627 	9	646	713.6 	708.6 	715.1 	9	153935078	7.32 	0.45 	0.21 	cis
28670	GRMZM2G171595	9	711.5 	9	153884916 	9	646	713.6 	711.9 	714.2 	9	153935078	26.22 	0.53 	0.50 	cis
28671	GRMZM2G171595	9	711.5 	9	153884916 	4	74	104.2 	102.9 	104.9 	4	4360110	7.53 	0.35 	0.09 	trans
28672	GRMZM2G116681	9	712.9 	9	153918173 	1	784	805.8 	805.0 	807.9 	1	207516580	4.55 	-1.06 	0.13 	trans
28673	GRMZM2G116750	9	713.1 	9	153923750 	9	659	727.0 	725.7 	730.4 	9	154564462	8.16 	-0.17 	0.23 	cis
28674	GRMZM2G116750	9	713.1 	9	153923750 	2	289	413.1 	406.6 	419.4 	2	30699045	4.93 	0.13 	0.14 	trans
28675	GRMZM2G472696	9	713.8 	9	153941702 	9	642	708.6 	702.4 	712.9 	9	153757360	5.18 	17.34 	0.12 	cis
28676	GRMZM2G472696	9	713.8 	9	153941702 	7	354	447.0 	442.8 	448.9 	7	143409922	5.89 	-19.06 	0.13 	trans
28677	GRMZM2G472780	9	714.0 	9	153945886 	9	646	713.6 	711.9 	714.2 	9	153935078	81.37 	1.51 	0.96 	cis
28678	GRMZM2G174070	9	714.5 	9	153959958 	1	416	420.8 	417.8 	423.8 	1	56233117	5.74 	0.19 	0.15 	trans
28679	GRMZM2G174070	9	714.5 	9	153959958 	9	39	52.5 	46.9 	56.6 	9	4579649	4.66 	-0.16 	0.12 	trans
28680	AC196090.3_FG006	9	716.9 	9	154017211 	9	650	717.1 	712.9 	718.6 	9	154023961	20.35 	5.99 	0.52 	cis
28681	GRMZM2G106263	9	717.1 	9	154023289 	5	113	169.8 	162.8 	173.4 	5	5579350	5.37 	0.56 	0.14 	trans
28682	GRMZM2G106263	9	717.1 	9	154023289 	2	334	457.2 	449.2 	462.6 	2	44381653	4.65 	-0.54 	0.12 	trans
28683	GRMZM2G143244	9	716.9 	9	154085805 	9	649	716.0 	714.2 	717.1 	9	154309510	39.50 	2.42 	0.76 	cis
28684	GRMZM2G143213	9	716.8 	9	154091726 	9	651	718.0 	717.1 	718.6 	9	154197538	65.27 	5.72 	0.90 	cis
28685	GRMZM2G143213	9	716.8 	9	154091726 	2	675	930.7 	930.2 	932.3 	2	216676572	8.18 	-0.85 	0.02 	trans
28686	GRMZM2G143187	9	716.8 	9	154097958 	9	37	49.6 	45.9 	52.6 	9	4401482	5.18 	-0.07 	0.16 	trans
28687	GRMZM2G303312	9	716.2 	9	154246532 	9	651	718.0 	717.1 	718.6 	9	154197538	31.39 	-0.94 	0.67 	cis
28688	GRMZM2G467007	9	716.0 	9	154309205 	9	649	716.0 	713.6 	718.6 	9	154309510	12.19 	-0.82 	0.34 	cis
28689	GRMZM2G064612	9	718.2 	9	154331805 	9	652	719.6 	718.6 	723.2 	9	154310894	51.19 	6.56 	0.77 	cis
28690	GRMZM2G064612	9	718.2 	9	154331805 	4	793	923.4 	921.9 	933.0 	4	239626122	6.10 	-1.19 	0.03 	trans
28691	GRMZM2G064600	9	718.6 	9	154336041 	10	205	235.2 	233.2 	237.0 	10	84230168	4.83 	-0.84 	0.19 	trans
28692	GRMZM2G064563	9	718.9 	9	154339384 	9	653	720.9 	718.0 	723.7 	9	154325966	50.08 	3.35 	0.83 	cis
28693	GRMZM2G393529	9	721.6 	9	154366871 	9	657	725.7 	723.2 	726.3 	9	154373326	23.81 	0.29 	0.49 	cis
28694	GRMZM2G092776	9	722.9 	9	154380742 	9	657	725.7 	720.9 	726.3 	9	154373326	23.38 	0.83 	0.59 	cis
28695	GRMZM2G092741	9	724.0 	9	154406765 	2	738	1027.6 	1026.6 	1028.6 	2	225927255	4.52 	-2.90 	0.22 	trans
28696	GRMZM2G092741	9	724.0 	9	154406765 	4	521	666.0 	662.0 	672.9 	4	180565472	4.64 	-0.65 	0.13 	trans
28697	GRMZM2G700148	9	724.3 	9	154419178 	7	22	24.0 	23.0 	26.0 	7	1291780	12.17 	-3.65 	0.36 	trans
28698	GRMZM2G092723	9	724.5 	9	154430852 	2	314	429.9 	422.0 	436.1 	2	39205834	5.02 	-0.31 	0.14 	trans
28699	GRMZM2G092723	9	724.5 	9	154430852 	10	196	229.8 	222.5 	234.2 	10	83883264	4.20 	-0.30 	0.12 	trans
28700	GRMZM2G393334	9	725.0 	9	154457075 	1	1024	1083.1 	1077.0 	1089.6 	1	260265484	4.38 	1.15 	0.14 	trans
28701	GRMZM2G037193	9	726.7 	9	154550135 	9	660	727.8 	725.7 	730.4 	9	154557638	6.11 	0.21 	0.17 	cis
28702	GRMZM2G037193	9	726.7 	9	154550135 	7	104	187.9 	182.6 	188.9 	7	6223845	4.44 	0.26 	0.12 	trans
28703	GRMZM2G037193	9	726.7 	9	154550135 	1	382	381.0 	376.7 	388.0 	1	50865288	4.26 	-0.17 	0.11 	trans
28704	GRMZM2G148057	9	727.0 	9	154565279 	7	216	305.6 	298.9 	306.5 	7	100661132	4.57 	-0.70 	0.13 	trans
28705	GRMZM2G148057	9	727.0 	9	154565279 	1	988	1024.8 	1018.0 	1032.8 	1	253134538	4.30 	-0.71 	0.12 	trans
28706	GRMZM2G110258	9	728.1 	9	154600647 	9	658	726.3 	725.7 	728.8 	9	154505570	8.11 	0.83 	0.20 	cis
28707	GRMZM2G110258	9	728.1 	9	154600647 	1	996	1035.5 	1032.8 	1038.4 	1	254250646	4.92 	-0.42 	0.11 	trans
28708	GRMZM2G110236	9	728.4 	9	154608597 	9	660	728.8 	724.8 	728.8 	9	154557638	11.88 	-0.37 	0.34 	cis
28709	GRMZM2G110236	9	728.4 	9	154608597 	1	1014	1064.9 	1064.1 	1065.9 	1	258497858	4.17 	-0.66 	0.09 	trans
28710	GRMZM2G110116	9	729.4 	9	154642069 	9	661	729.4 	727.8 	729.4 	9	154641223	44.99 	4.82 	0.75 	cis
28711	GRMZM2G110116	9	729.4 	9	154642069 	1	1055	1115.3 	1113.9 	1119.8 	1	271470202	4.53 	-0.88 	0.02 	trans
28712	GRMZM2G109987	9	730.4 	9	154646469 	9	663	730.6 	727.8 	730.6 	9	154965948	13.58 	3.77 	0.33 	cis
28713	GRMZM2G109987	9	730.4 	9	154646469 	5	316	421.2 	420.6 	435.6 	5	41049349	4.33 	-1.89 	0.08 	trans
